BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,BNG_E,BNG_N,LONG,LAT,OBJECTID,Shape__Area,Shape__Length
E63004216,Barnston (Uttlesford), , ,564324.5471,219905.0994,0.38454746,51.85354846,4216,325000,6750
E63004217,Wootton (West Oxfordshire), , ,443947.0965,219859.6156,-1.363033204,51.87558142,4217,294375,7300
E63004218,Kirtlington, , ,449984.7783,219829.0078,-1.275341775,51.87479903,4218,385625,5950
E63004219,Ambrosden, , ,460511.4521,219828.767,-1.122452161,51.87375627,4219,828750,10100
E63004220,Shipton Lee, , ,472738.8392,219761.661,-0.94488825,51.87169496,4220,666250,12700
E63004221,Silver End, , ,581000.858,219713.5767,0.626321347,51.84667442,4221,1036875,8550
E63004222,Hadham Cross, , ,542828.7986,219635.7336,0.072560176,51.85703817,4222,716250,12550
E63004223,Great Holland, , ,621364.9843,219623.6561,1.211357546,51.8313379,4223,492500,11600
E63004224,Wendlebury, , ,456052.8854,219612.9668,-1.187242317,51.87228122,4224,217500,3800
E63004225,Blackthorn, , ,461989.6738,219560.35,-1.101031309,51.87118122,4225,248750,6150
E63004226,Fingringhoe, , ,602124.7944,219542.0004,0.932482455,51.83789273,4226,207500,6000
E63004227,Andoversford, , ,402217.9984,219497.1647,-1.96918849,51.87404127,4227,301250,6500
E63004228,Charlbury, , ,436093.5923,219470.4747,-1.477147555,51.8726448,4228,1058750,10650
E63004229,Caddington, , ,506384.3599,219469.3315,-0.456444729,51.86367285,4229,852500,8550
E63004230,Causeway End, , ,568213.8648,219451.6737,0.440744297,51.84831787,4230,220625,4400
E63004231,Huntley, , ,372504.9401,219350.9053,-2.400764582,51.87204684,4231,441250,8200
E63004232,Kelvedon and Feering, , ,586393.8236,219247.8473,0.704271547,51.84071883,4232,1533750,14500
E63004233,Llangrove, , ,352559.0306,219193.6516,-2.690434345,51.86928913,4233,342500,7400
E63004234,Watton at Stone, , ,530491.5815,219143.4689,-0.106659222,51.85563307,4234,978750,10850
E63004235,Wingrave, , ,486821.099,219087.9711,-0.740564327,51.86362815,4235,611250,9550
E63004236,Young's End, , ,573285.0507,219010.9659,0.514072353,51.8428096,4236,336250,6150
E63004237,Little Clacton, , ,616614.8929,219007.8951,1.142145563,51.82767062,4237,1179375,19000
E63004238,Langenhoe and Abberton, , ,600734.8867,218928.8446,0.911980428,51.83288791,4238,573125,12700
E63004239,Longhope, , ,368740.8485,218912.1357,-2.455395456,51.86790301,4239,779375,18800
E63004240,Upper Rissington, , ,421213.3992,218812.7964,-1.693317494,51.86749316,4240,1200000,29750
E63004241,Woolmer Green, , ,525465.616,218762.9685,-0.179733997,51.85336514,4241,328750,4950
E63004242,Layer Breton, , ,594290.0769,218741.8832,0.818462335,51.83348608,4242,439375,10000
E63004243,Ascott-under-Wychwood, , ,430240.6948,218662.749,-1.56222821,51.86572968,4243,347500,7800
E63004244,Weston-on-the-Green, , ,453252.4857,218640.735,-1.22806339,51.8638146,4244,451250,9000
E63004245,Shipton (Cotswold), , ,403612.2969,218626.4504,-1.948944619,51.86620577,4245,324375,6850
E63004246,High Cross, , ,536336.6403,218598.6512,-0.022056706,51.84934171,4246,279375,6350
E63004247,Datchworth, , ,526805.5645,218589.5381,-0.160353228,51.85150414,4247,600625,10900
E63004248,Mitcheldean, , ,366288.1732,218388.6666,-2.490964071,51.86305339,4248,1056250,16800
E63004249,Shurdington, , ,391855.2155,218385.2363,-2.11968498,51.86398686,4249,685625,9700
E63004250,Kimpton, , ,517111.3307,218314.0547,-0.301124573,51.85114439,4250,481875,7750
E63004251,Slip End, , ,508071.6624,218186.7208,-0.432351488,51.85182142,4251,484375,8200
E63004252,Weedon, , ,481455.1793,218146.6476,-0.818692897,51.85597467,4252,278750,6500
E63004253,Codicote, , ,521644.173,218114.9479,-0.235417565,51.84838669,4253,691250,8150
E63004254,Oaklands, , ,523871.4014,218014.8275,-0.203136286,51.8469977,4254,2620625,33050
E63004255,Milton-under-Wychwood and Shipton-under-Wychwood, , ,427338.0826,217914.4668,-1.60443987,51.8591513,4255,1345625,19000
E63004256,Minsterworth, , ,378895.2483,217910.1857,-2.307860092,51.85937339,4256,262500,8600
E63004257,Kensworth, , ,503379.0518,217890.5656,-0.500544519,51.85004746,4257,545000,9900
E63004258,Whitchurch (Herefordshire), , ,355095.1966,217722.6307,-2.653410227,51.85627464,4258,526250,10950
E63004259,High Roding, , ,560635.7771,217604.613,0.32996817,51.83395496,4259,221250,5400
E63004260,Little Hallingbury, , ,550335.2338,217589.9183,0.180586642,51.83668799,4260,865000,13400
E63004261,Bletchingdon, , ,450221.5301,217586.2216,-1.272228439,51.85461477,4261,250625,4550
E63004262,Perry Green, , ,543745.9893,217514.5558,0.084987845,51.83774418,4262,255625,6550
E63004263,Spellbrook, , ,548712.6004,217471.8736,0.157002882,51.83606145,4263,252500,5850
E63004264,Ruardean, , ,362239.258,217469.037,-2.549658312,51.85452529,4264,451250,7750
E63004265,Great Leighs, , ,572747.2887,217433.6985,0.505487235,51.82880854,4265,670625,11400
E63004266,Ludgershall (Buckinghamshire), , ,466239.1755,217414.8063,-1.039728766,51.85140598,4266,271250,6300
E63004267,Upper Arncott, , ,461219.0977,217391.7981,-1.112605701,51.85177126,4267,1005000,22200
E63004268,Great Rissington, , ,419859.1321,217389.1498,-1.713066973,51.85474302,4268,330625,5200
E63004269,Gloucester, , ,384635.5095,217381.8491,-2.224484869,51.85481196,4269,28115000,73200
E63004270,Stonesfield, , ,439455.8072,217311.5972,-1.428559879,51.85300848,4270,573750,6700
E63004271,Cheddington, , ,492079.8892,217272.6759,-0.664699437,51.84646944,4271,457500,6050
E63004272,Drybrook, , ,364386.2339,217260.9605,-2.518465991,51.85279614,4272,1093750,22000
E63004273,Holywell (Central Bedfordshire), , ,501844.3822,217131.2962,-0.523040224,51.84350497,4273,404375,4500
E63004274,Thundridge and Wadesmill, , ,535721.4096,217085.5542,-0.031576182,51.83589537,4274,382500,8550
E63004275,Brightlingsea, , ,608658.7091,217038.3628,1.025675538,51.81301314,4275,2240625,16150
E63004276,Piddington (Cherwell), , ,464059.5408,216978.0369,-1.071449448,51.84773348,4276,200625,5700
E63004277,Waddesdon, , ,474326.3307,216890.6184,-0.92245122,51.84567729,4277,695625,10700
E63004278,Westcott (Buckinghamshire), , ,470866.4393,216885.6293,-0.972668611,51.84608162,4278,608125,21450
E63004279,Ford End, , ,567750.5979,216881.996,0.432780225,51.82537417,4279,218750,5650
E63004280,Ruardean Woodside, , ,362806.6701,216794.9443,-2.541347624,51.84850306,4280,366250,9550
E63004281,Oldhill Wood, , ,503123.4387,216785.8101,-0.504583219,51.84016529,4281,228750,3250
E63004282,Woodstock, , ,445064.0175,216777.908,-1.347210972,51.84778697,4282,1151875,10900
E63004283,Symonds Yat West, , ,355341.8841,216712.5637,-2.649697812,51.84721363,4283,727500,18800
E63004284,Leckhampton Hill, , ,394028.6315,216684.3631,-2.08809244,51.84872241,4284,580000,6550
E63004285,South-end, , ,544011.869,216617.5798,0.088471223,51.82961644,4285,358750,7100
E63004286,Peldon, , ,599001.3331,216567.1531,0.885498781,51.81230077,4286,391875,7150
E63004287,Hatfield Broad Oak, , ,554898.2036,216541.5291,0.246291426,51.82602345,4287,380000,5250
E63004288,Fleet Marston, , ,476774.3376,216540.3366,-0.886999647,51.84219776,4288,241250,3000
E63004289,Brockworth, , ,388963.5792,216469.5444,-2.161615726,51.8467128,4289,3805000,20300
E63004290,Blackmore End, , ,517155.6026,216454.717,-0.301111292,51.83442528,4290,590625,7000
E63004291,Dagnall, , ,499249.8816,216344.6222,-0.560914235,51.83690093,4291,217500,4600
E63004292,Tewin Wood, , ,526616.5834,216335.6004,-0.16391974,51.8312924,4292,1317500,21100
E63004293,Finstock, , ,435915.1262,216289.813,-1.480069198,51.84406041,4293,452500,11950
E63004294,Tiptree, , ,589273.285,216262.098,0.744387106,51.81293717,4294,3312500,33700
E63004295,Welsh Bicknor, , ,360017.6652,216224.1439,-2.581767785,51.84317794,4295,1196250,25800
E63004296,Northwood Green, , ,372586.2765,216210.1796,-2.399333002,51.84381356,4296,203750,6500
E63004297,Markyate, , ,506023.8611,216149.6346,-0.462694889,51.833905,4297,806875,11950
E63004298,Combe, , ,441169.4818,215989.1593,-1.403838081,51.84099576,4298,337500,7850
E63004299,Welwyn, , ,522913.5872,215957.6633,-0.217763944,51.8287223,4299,1113750,10600
E63004300,Clacton-on-Sea, , ,616983.2701,215878.4915,1.14552452,51.79943384,4300,13416875,51450
E63004301,Charlton-on-Otmoor, , ,456238.7405,215847.7654,-1.185154538,51.83841337,4301,206875,3600
E63004302,Kinsbourne Green, , ,510533.0885,215843.5043,-0.397377835,51.8302805,4302,320625,7550
E63004303,Widford, , ,541893.6746,215813.7637,0.057424739,51.82293558,4303,401250,10300
E63004304,St Osyth, , ,612524.2173,215710.0162,1.080853208,51.7996322,4304,830625,10150
E63004305,Pitstone, , ,493832.8233,215637.7562,-0.639703024,51.83148262,4305,1177500,18650
E63004306,Bierton, , ,483689.7383,215460.0866,-0.786904539,51.83149525,4306,567500,10850
E63004307,Bentham, , ,392289.828,215387.2679,-2.113305631,51.83703867,4307,392500,6900
E63004308,Leafield, , ,431624.1514,215231.8203,-1.542450054,51.83480702,4308,285000,6450
E63004309,Ramsden, , ,435837.4058,215149.0119,-1.481315127,51.83380894,4309,248125,6550
E63004310,Point Clear, , ,609914.7595,215059.0375,1.042672223,51.79477227,4310,1436875,13900
E63004311,Upton St Leonards, , ,386544.4017,215028.8284,-2.196677164,51.83370592,4311,544375,7450
E63004312,Witham, , ,581797.7866,215026.2084,0.635418451,51.80431641,4312,6952500,42250
E63004313,Broughton (Buckinghamshire), , ,484602.0705,214978.9426,-0.773785534,51.82703306,4313,1215625,10200
E63004314,Hatfield Heath, , ,552618.9141,214910.5486,0.212525863,51.81199702,4314,895625,18650
E63004315,High Easter, , ,562314.6165,214887.7695,0.353039426,51.80906361,4315,221250,5150
E63004316,Bladon, , ,445064.7604,214861.4297,-1.347449222,51.83055708,4316,376875,7450
E63004317,Friar's Wash, , ,508489.882,214846.7264,-0.427328152,51.821722,4317,291250,10250
E63004318,Tolleshunt Knights, , ,591405.9426,214839.0234,0.774501457,51.79943173,4318,580625,13850
E63004319,Tewin, , ,527211.9088,214737.1717,-0.155871791,51.81679331,4319,326250,6850
E63004320,Sawbridgeworth, , ,548141.4809,214618.5621,0.147500298,51.81057711,4320,2980000,32050
E63004321,Northleach, , ,411294.7673,214617.294,-1.837503268,51.83005882,4321,498750,7050
E63004322,Lea Valley, , ,516172.1985,214594.6024,-0.316000419,51.81791349,4322,284375,5350
E63004323,Flamstead, , ,507738.877,214499.804,-0.438327884,51.81874914,4323,390000,7750
E63004324,Ware, , ,535795.2173,214495.2439,-0.031520625,51.81260182,4324,4087500,25800
E63004325,Marsworth, , ,492168.7283,214484.758,-0.664151797,51.82139559,4325,205625,3950
E63004326,Harpenden, , ,513932.3532,214218.4505,-0.348604536,51.81499355,4326,9312500,51500
E63004327,Cinderford, , ,365611.445,214189.5302,-2.500372061,51.82525923,4327,3025000,26600
E63004328,Pope's Hill, , ,368665.7177,214188.6261,-2.456056944,51.82543138,4328,249375,8150
E63004329,Hunsdon, , ,541710.3603,214185.5238,0.054101272,51.80835201,4329,321250,4200
E63004330,Islip (Cherwell), , ,452564.5581,214168.8991,-1.238730853,51.82367727,4330,348750,7350
E63004331,Long Hanborough, , ,442062.664,214079.2745,-1.39110602,51.82375867,4331,841875,10650
E63004332,Kidlington, , ,449086.3594,214044.6856,-1.289210185,51.82287624,4332,5665625,26050
E63004333,Wheathampstead, , ,517919.8822,214026.9591,-0.290850477,51.81244645,4333,1238125,11650
E63004334,Begbroke, , ,447063.0701,214018.3614,-1.318567359,51.82281325,4334,366250,6300
E63004335,Wilstone, , ,490546.7649,213991.904,-0.687806411,51.81723036,4335,201875,4900
E63004336,Brill, , ,465446.971,213933.9886,-1.051885737,51.82020771,4336,359375,6900
E63004337,East Mersea, , ,605242.5429,213879.4503,0.974320477,51.78591344,4337,258125,3700
E63004338,Dorton, , ,467977.9174,213874.9953,-1.015183552,51.81937575,4338,214375,3150
E63004339,Sheering, , ,550663.231,213853.027,0.183719269,51.80302584,4339,358125,7000
E63004340,Little Gaddesden, , ,498978.5334,213736.5496,-0.565595924,51.81350731,4340,764375,15800
E63004341,Jaywick, , ,614851.1887,213612.4772,1.113250106,51.77991267,4341,1426875,13500
E63004342,Littledean, , ,367052.3334,213540.9241,-2.479404056,51.81951497,4342,344375,8650
E63004343,Quedgeley and Hardwicke, , ,380695.1664,213536.4645,-2.281478899,51.82011555,4343,4975625,24450
E63004344,Delly End, , ,436155.0398,213413.4912,-1.476886362,51.81818518,4344,313750,3950
E63004345,Whaddon (Stroud), , ,384483.5225,213411.0808,-2.226512165,51.81910705,4345,293125,3050
E63004346,Great Waltham, , ,569466.0248,213323.0386,0.455908822,51.79288784,4346,281875,4550
E63004347,Aylesbury, , ,482430.3832,213246.195,-0.805702161,51.81178156,4347,17183125,55800
E63004348,Seawick, , ,613113.497,213090.8805,1.087778847,51.77589367,4348,676250,5000
E63004349,Welwyn Garden City, , ,524650.9474,213075.7714,-0.193601952,51.8024396,4349,12922500,67650
E63004350,Berry Hill, , ,357526.195,213036.3411,-2.617538253,51.81433372,4350,1521250,26150
E63004351,North Leigh, , ,438633.9573,213010.4703,-1.440970203,51.81439644,4351,703750,10000
E63004352,Fulbrook, , ,425888.9299,213009.9898,-1.625847324,51.81512518,4352,213125,4300
E63004353,West Mersea, , ,601843.9668,213000.9434,0.924605329,51.77926042,4353,2838750,14100
E63004354,Great Totham, , ,586818.2587,212912.5194,0.707012064,51.78367998,4354,1193750,21400
E63004355,Hailey, , ,435418.4299,212884.7306,-1.487626116,51.81347832,4355,471875,9950
E63004356,Freeland, , ,441414.1174,212833.1659,-1.400663979,51.81260387,4356,633125,9550
E63004357,Little Waltham, , ,570960.5911,212710.19,0.477257008,51.78692846,4357,471250,8150
E63004358,Hertford, , ,532151.9554,212690.4384,-0.085025939,51.7972563,4358,6727500,51750
E63004359,Wickham Bishops, , ,584860.4641,212624.0261,0.678508855,51.78173866,4359,1595000,20050
E63004360,Aston Clinton, , ,487872.1791,212486.4737,-0.726978451,51.80412477,4360,2265000,26550
E63004361,Ruspidge, , ,365321.5916,212485.1542,-2.504406359,51.80991785,4361,688125,7400
E63004362,Redbourn, , ,510425.7862,212451.4646,-0.400014416,51.79981585,4362,1523125,12950
E63004363,Aldbury, , ,496481.3897,212431.1801,-0.602171311,51.80221033,4363,298125,4950
E63004364,Horton-cum-Studley, , ,459789.456,212314.9895,-1.134234402,51.80628579,4364,378750,7750
E63004365,Stone (Buckinghamshire), , ,478511.5191,212251.7306,-0.862760171,51.80340546,4365,766875,11050
E63004366,Yarnton, , ,447870.6331,212229.8072,-1.30709794,51.80666513,4366,1067500,12150
E63004367,Great Amwell, , ,536849.9838,212174.4779,-0.017145,51.79149133,4367,833125,13800
E63004368,Hardwicke, , ,380059.7243,212092.4378,-2.290614192,51.80711005,4368,232500,3750
E63004369,Oakley (Buckinghamshire), , ,464014.5491,212054.9921,-1.073011179,51.80348153,4369,420000,8500
E63004370,Newnham (Forest of Dean), , ,368979.5035,211987.8293,-2.451306319,51.80566226,4370,438125,5050
E63004371,Tring, , ,492495.6309,211949.2222,-0.660086206,51.79855092,4371,3205625,24000
E63004372,Little Totham, , ,589026.8238,211895.3445,0.738438318,51.77380388,4372,208750,4250
E63004373,Tolleshunt D'Arcy, , ,593135.1126,211837.0948,0.797877599,51.77187954,4373,380000,8000
E63004374,Burford, , ,425120.6713,211752.3423,-1.637082535,51.80385281,4374,928125,12200
E63004375,Stanstead Abbotts, , ,538360.6573,211672.4661,0.004544628,51.78660923,4375,921250,11950
E63004376,Rodley, , ,374467.2426,211616.9682,-2.371689927,51.8026066,4376,220000,7250
E63004377,Hatfield Peverel, , ,579334.855,211600.3541,0.597966256,51.77434091,4377,1342500,13800
E63004378,Birch Green, , ,529414.5543,211536.8588,-0.125128656,51.78752952,4378,211250,4000
E63004379,Broomfield, , ,570408.4728,211258.2415,0.468547987,51.77405437,4379,1326250,12950
E63004380,Beckley (South Oxfordshire), , ,456508.7187,211202.1076,-1.181992907,51.79662144,4380,387500,7550
E63004381,Chedworth, , ,406210.0926,211156.3321,-1.911348855,51.79902005,4381,560000,16250
E63004382,Haresfield, , ,380665.6337,211131.3397,-2.281772359,51.79849034,4382,288125,3700
E63004383,Cuddington (Buckinghamshire), , ,473886.9906,211108.0112,-0.930059469,51.79375334,4383,297500,5100
E63004384,Hertford Heath, , ,535837.3571,211063.9228,-0.032252563,51.78175878,4384,1095000,14550
E63004385,Tolleshunt Major, , ,589787.3681,211055.5377,0.748989828,51.7660047,4385,251250,4400
E63004386,Matching Green, , ,553515.0516,210993.1288,0.223782537,51.77655685,4386,350000,4950
E63004387,Coleford (Forest of Dean), , ,357579.5505,210802.7358,-2.616490216,51.79425662,4387,1631875,17500
E63004388,Cassington, , ,445452.9754,210791.9972,-1.342348589,51.79393992,4388,381250,7350
E63004389,Broadwell and Coalway, , ,358645.1254,210758.4429,-2.601035241,51.79393842,4389,1151250,15550
E63004390,Weston Turville, , ,485734.3781,210754.0755,-0.758403093,51.78888387,4390,1049375,12550
E63004391,Minster Lovell, , ,431205.9596,210751.9494,-1.548921054,51.79455329,4391,1017500,13400
E63004392,Dinton (Buckinghamshire), , ,476217.6099,210716.3373,-0.896358646,51.78992021,4392,415625,12800
E63004393,Chearsley, , ,471756.9071,210681.9213,-0.961027604,51.79019987,4393,286250,4600
E63004394,Letty Green, , ,528667.4074,210662.9615,-0.136278399,51.77984861,4394,425000,7500
E63004395,Stoke Mandeville, , ,483386.3253,210550.4429,-0.792486383,51.78740784,4395,4222500,59050
E63004396,Nounsley, , ,579971.5531,210480.5364,0.606604854,51.76407882,4396,265000,5750
E63004397,Sandridge, , ,517286.8839,210462.3194,-0.301232763,51.7805439,4397,471875,6050
E63004398,Tollesbury, , ,596258.6041,210360.6522,0.842256229,51.75753567,4398,851250,10300
E63004399,Whiteway, , ,391876.0278,210346.0371,-2.119191389,51.79170722,4399,228750,4350
E63004400,Sheepscombe, , ,389273.1902,210322.8354,-2.156928824,51.79145422,4400,204375,5300
E63004401,Bishopstone (Buckinghamshire), , ,480360.8899,210257.1263,-0.836406359,51.7852133,4401,205000,6200
E63004402,Wigginton (Dacorum), , ,493936.0499,210160.6763,-0.639688106,51.78223482,4402,619375,15100
E63004403,Rendcomb, , ,401741.2872,210153.7322,-1.976156803,51.79003651,4403,1099375,7000
E63004404,Halton (Buckinghamshire), , ,487291.9049,210074.2277,-0.73599833,51.7825323,4404,240625,5200
E63004405,Witney, , ,435645.0211,209990.2688,-1.484635974,51.7874409,4405,7778125,41450
E63004406,Roydon (Epping Forest), , ,540969.2963,209926.1606,0.041630433,51.77026753,4406,827500,15300
E63004407,Boreham, , ,575583.7807,209901.8782,0.542796914,51.76027315,4407,973125,11400
E63004408,Harlow, , ,546153.0503,209834.4277,0.116664403,51.76811522,4408,19860000,133850
E63004409,Wolvercote, , ,448937.7266,209803.7585,-1.291963855,51.78476201,4409,253750,3250
E63004410,Worminghall, , ,463723.3896,209760.5466,-1.077654002,51.78288802,4410,1332500,19450
E63004411,Edge, , ,384885.2495,209760.5007,-2.22052369,51.78629603,4411,239375,5300
E63004412,Painswick, , ,386700.5344,209727.649,-2.194206089,51.78604713,4412,995000,11650
E63004413,Eynsham, , ,443113.2076,209405.2251,-1.376444145,51.78165693,4413,1506250,14100
E63004414,Stanton St John, , ,457838.1207,209333.9567,-1.163028795,51.77969103,4414,254375,6750
E63004415,Saul, , ,374917.2684,209235.541,-2.36499061,51.78121606,4415,209375,5500
E63004416,Milkwall, , ,358347.5598,209199.6437,-2.605161943,51.77990187,4416,308125,7050
E63004417,Langford (Maldon), , ,583139.9601,209012.1108,0.651693303,51.74986382,4417,235625,4600
E63004418,Goldhanger, , ,590275.3372,208963.5149,0.754908428,51.74705146,4418,363125,5300
E63004419,Long Crendon, , ,469529.2491,208952.7978,-0.99366591,51.77493653,4419,1034375,10400
E63004420,Potten End, , ,501824.6804,208792.2333,-0.52577316,51.76855698,4420,885000,14850
E63004421,Hatfield, , ,522071.0133,208788.384,-0.2325056,51.76447856,4421,7958750,35900
E63004422,Haddenham (Buckinghamshire), , ,474078.7075,208690.3821,-0.927795379,51.77199486,4422,2128125,10550
E63004423,Essendon, , ,527362.9351,208635.5018,-0.155919798,51.76192719,4423,368125,8600
E63004424,Curbridge (West Oxfordshire), , ,433085.8437,208564.8568,-1.521871813,51.77478211,4424,294375,7400
E63004425,Bayford, , ,531014.2087,208530.0306,-0.103083602,51.76013789,4425,256875,7900
E63004426,Wendover, , ,487140.4058,208507.6002,-0.73858658,51.76847369,4426,3003750,37600
E63004427,Hoddesdon, , ,537425.6564,208481.6215,-0.010263652,51.75816776,4427,9702500,59300
E63004428,Whitminster, , ,377712.7833,208438.3077,-2.324417347,51.77416712,4428,501250,13300
E63004429,Roxwell, , ,564380.1692,208411.5004,0.379909268,51.75028258,4429,285000,6250
E63004430,Frampton on Severn, , ,374862.1703,208238.8788,-2.365716773,51.77225273,4430,641875,14700
E63004431,Little Berkhamsted, , ,529262.3329,208114.5304,-0.128606925,51.75681081,4431,426875,10000
E63004432,Sling, , ,358325.3166,208052.4623,-2.60534627,51.76958643,4432,439375,9550
E63004433,Clearwell, , ,357237.3145,208010.7407,-2.621107325,51.76912905,4433,251875,6800
E63004434,Brickendon, , ,532338.4889,207999.8597,-0.084108749,51.75506268,4434,204375,5450
E63004435,Berkhamsted, , ,498602.2875,207975.2889,-0.57268732,51.76179021,4435,6025000,33150
E63004436,Smallford, , ,519360.6137,207801.781,-0.272100266,51.75619574,4436,430625,7500
E63004437,Forest Hill, , ,458438.7094,207710.3245,-1.154596867,51.7650322,4437,240000,6100
E63004438,Roydon Hamlet, , ,541529.0799,207693.4317,0.048829198,51.75006467,4438,588750,8550
E63004439,Ducklington, , ,435718.3476,207669.2481,-1.483810995,51.76656871,4439,462500,6600
E63004440,Brize Norton, , ,429998.5823,207542.7959,-1.566703584,51.76576632,4440,224375,4200
E63004441,St Albans, , ,516011.1872,207477.8905,-0.320712068,51.75398792,4441,17478750,60300
E63004442,Chelmsford, , ,571481.9036,207426.3849,0.482202089,51.73930671,4442,25558125,111500
E63004443,Maldon, , ,586062.5802,207393.2287,0.693117285,51.73436218,4443,6901875,54350
E63004444,Broadley Common, , ,542258.5732,207239.944,0.059204171,51.74580536,4444,375000,7250
E63004445,Heybridge Basin, , ,587217.9146,207224.7656,0.709737941,51.73246484,4445,222500,4100
E63004446,Ickford, , ,464977.1889,207210.9476,-1.059957447,51.75982361,4446,395000,6450
E63004447,Cholesbury, , ,493118.3665,207139.8977,-0.652346652,51.75521887,4447,415000,14700
E63004448,Butler's Cross, , ,483919.3061,207035.3172,-0.785609445,51.75573072,4448,265625,7150
E63004449,Hemel Hempstead, , ,506086.68,206972.5066,-0.464587185,51.75141111,4449,22587500,102900
E63004450,Shabbington, , ,466588.9742,206964.7121,-1.03665516,51.757421,4450,215625,5000
E63004451,Moreton (Epping Forest), , ,553414.676,206931.238,0.220537415,51.7400911,4451,303750,7750
E63004452,Whiteshill and Randwick, , ,383490.3984,206912.86,-2.24060857,51.76065329,4452,739375,17100
E63004453,Little Kimble, , ,482539.461,206860.1189,-0.805636952,51.75436059,4453,316875,8550
E63004454,Yorkley and Whitecroft, , ,363638.369,206765.9055,-2.528218881,51.75839083,4454,1325625,24200
E63004455,Fyfield, , ,556913.4413,206760.3194,0.27109135,51.73758772,4455,279375,7450
E63004456,Blakeney (Forest of Dean), , ,365908.5993,206710.8464,-2.495323107,51.75803908,4456,1175000,26600
E63004457,Arlington, , ,411647.983,206700.2532,-1.832640978,51.75886975,4457,339375,6950
E63004458,Oxford, , ,451253.2907,206665.6136,-1.258860713,51.75634231,4458,34938125,142100
E63004459,Farmoor, , ,445061.3022,206646.4332,-1.348563989,51.75670102,4459,363125,9050
E63004460,Nazeing, , ,541572.4118,206560.1693,0.048995648,51.73987099,4460,320625,9000
E63004461,Carterton, , ,428745.4729,206529.9548,-1.584944849,51.75672553,4461,8114375,34050
E63004462,Great Kimble, , ,482028.6549,206474.5649,-0.813126216,51.75096973,4462,299375,9150
E63004463,Lower Nazeing, , ,539507.5729,206389.4582,0.019042318,51.7388544,4463,3193125,35200
E63004464,Sutton (West Oxfordshire), , ,441660.5394,206363.1668,-1.397864235,51.75441689,4464,319375,6700
E63004465,Hardwick (West Oxfordshire), , ,437089.2179,206302.7814,-1.464092171,51.7541944,4465,487500,4200
E63004466,Writtle, , ,567483.7232,206261.7342,0.423792278,51.73005269,4466,1675625,16600
E63004467,Bisley (Stroud), , ,390414.0523,206041.4299,-2.140268116,51.75298098,4467,325000,6500
E63004468,Bream, , ,360411.7683,205930.8574,-2.574868957,51.75066378,4468,1121875,19050
E63004469,Colney Heath, , ,521088.3217,205911.1762,-0.247739304,51.73883464,4469,393125,8150
E63004470,Wheatley, , ,459870.4363,205885.9723,-1.134166624,51.74848023,4470,2170000,27850
E63004471,Thame, , ,470667.0265,205840.6843,-0.977809956,51.74681753,4471,3425000,24300
E63004472,Welham Green, , ,523229.892,205799.8934,-0.216779438,51.73736825,4472,1071250,13200
E63004473,Ramsey Island, , ,595070.4408,205787.3082,0.822501581,51.71688101,4473,648125,8900
E63004474,Stonehouse (Stroud), , ,379635.4411,205760.6849,-2.296394292,51.75016643,4474,3629375,36600
E63004475,Stanton Harcourt, , ,441419.0241,205636.3057,-1.401449215,51.74789984,4475,501875,7300
E63004476,Danbury, , ,578392.1742,205526.1327,0.581204474,51.72008359,4476,3928125,48700
E63004477,Eastleach Turville, , ,420113.721,205255.8915,-1.710070499,51.74564522,4477,236875,6500
E63004478,Ashley Green, , ,497592.9898,205253.0264,-0.588069997,51.73749818,4478,249375,4600
E63004479,Eastington, , ,377789.5684,205196.7092,-2.323096245,51.74502523,4479,463125,11100
E63004480,Towersey, , ,473590.9797,205121.659,-0.935616952,51.739978,4480,244375,4700
E63004481,Hatherop, , ,415561.8458,205085.0318,-1.776007585,51.744253,4481,210000,4400
E63004482,Bumble's Green, , ,540780.3199,205028.7986,0.036912785,51.72631034,4482,251250,5700
E63004483,Newgate Street, , ,530085.398,204986.27,-0.117857679,51.72850916,4483,368750,7450
E63004484,Stroud, , ,384472.6329,204963.1919,-2.226289412,51.74315211,4484,7531875,59750
E63004485,Horspath, , ,457413.5655,204920.2739,-1.169909826,51.74005513,4485,618750,10900
E63004486,Askett and Whiteleaf, , ,482017.5603,204786.4039,-0.813684371,51.7357962,4486,745625,15000
E63004487,Woodham Mortimer, , ,581249.1025,204739.3712,0.622109303,51.71210188,4487,481875,12550
E63004488,Ryeford, , ,381638.969,204694.0392,-2.267315658,51.74064589,4488,293750,5200
E63004489,North Weald Bassett, , ,549386.848,204611.1466,0.161252148,51.72033296,4489,2233750,26150
E63004490,Epping Upland, , ,543974.035,204602.4095,0.082944872,51.72166893,4490,265625,3700
E63004491,Brighthampton, , ,438448.1704,204586.8885,-1.444595221,51.73867603,4491,240000,5700
E63004492,Thornwood Common, , ,547289.3737,204567.6704,0.130891738,51.72049663,4492,372500,10050
E63004493,Longwick, , ,479221.5823,204553.9217,-0.854217573,51.73410794,4493,596875,10200
E63004494,Alvescot, , ,427137.4524,204514.0344,-1.608397455,51.73868054,4494,301250,6300
E63004495,Chawley, , ,446910.2694,204464.5044,-1.322072166,51.73693305,4495,316875,4550
E63004496,St Briavels, , ,355994.8296,204450.316,-2.63866004,51.73702246,4496,340000,5950
E63004497,Brookmans Park, , ,525368.649,204390.2172,-0.18632962,51.7242262,4497,2318750,24600
