BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,BNG_E,BNG_N,LONG,LAT,OBJECTID,Shape__Area,Shape__Length
E63001291,Litherland, , ,334067.1795,398037.2315,-2.994841251,53.47491657,1291,3139375,15600
E63001292,Wentworth (Rotherham), , ,438962.2816,397964.7828,-1.414422053,53.47697504,1292,286250,7050
E63001293,Deepcar, , ,428092.7131,397789.7914,-1.578203965,53.47609204,1293,1501875,12300
E63001294,Golborne, , ,361807.2304,397649.2923,-2.576881644,53.47417897,1294,6880625,38550
E63001295,Manchester, , ,386009.4135,397577.5128,-2.212252494,53.47473844,1295,75413750,152100
E63001296,Glazebury, , ,367185.2324,397555.5543,-2.495850235,53.47370026,1296,626250,12750
E63001297,Dukinfield, , ,394367.9871,397543.4509,-2.086320423,53.47458986,1297,5296875,18600
E63001298,New Rossington and Rossington, , ,461213.0613,397459.269,-1.079306013,53.47031988,1298,5985625,34150
E63001299,Audenshaw, , ,391449.8469,397420.1614,-2.130281947,53.47344175,1299,2721250,21200
E63001300,Fulstow, , ,532724.5437,397359.4429,-0.002567622,53.45627447,1300,376250,10050
E63001301,Haydock, , ,355587.2559,397252.2376,-2.670529191,53.47012103,1301,4936250,29750
E63001302,Wadworth, , ,456896.8205,397041.7694,-1.144396447,53.46705072,1302,391875,4100
E63001303,North Somercotes, , ,541920.6183,396739.4287,0.13554835,53.44831092,1303,1349375,23400
E63001304,Grainthorpe, , ,538415.2808,396715.1279,0.082793669,53.44902405,1304,468125,13100
E63001305,Old Trafford, , ,379327.9861,396572.056,-2.312848133,53.46547968,1305,11400625,42050
E63001306,Chapeltown and High Green, , ,434640.1973,396533.1522,-1.479697222,53.46440862,1306,5351250,33700
E63001307,Rawmarsh, , ,443597.2118,396344.6098,-1.344816362,53.46205074,1307,4848750,34400
E63001308,Padfield, , ,403072.6026,396199.5616,-1.955188335,53.46253344,1308,205625,5100
E63001309,Waddingham, , ,498325.96,396124.1298,-0.520791047,53.45270998,1309,284375,4500
E63001310,Bootle (Sefton), , ,333970.3479,395990.6684,-2.995869205,53.45651175,1310,13050625,46650
E63001311,Thorpe Hesley, , ,437782.8132,395873.694,-1.432442821,53.45826602,1311,1121250,13350
E63001312,Fowley Common, , ,366968.1897,395838.6963,-2.498938956,53.45825533,1312,204375,5100
E63001313,Hadfield, , ,400961.8599,395637.8242,-1.986981522,53.4574919,1313,4604375,50050
E63001314,Culcheth, , ,365339.0955,395574.391,-2.523443411,53.45577471,1314,2106875,12850
E63001315,Brookenby, , ,520105.3561,395532.2359,-0.193206764,53.44288373,1315,710625,6650
E63001316,Ludborough, , ,529575.67,395506.707,-0.050723084,53.4404139,1316,214375,3950
E63001317,Knowsley, , ,343594.2576,395362.982,-2.850840028,53.45199077,1317,877500,8250
E63001318,Newton-le-Willows, , ,358278.6687,395295.7116,-2.629726459,53.45275664,1318,5215000,28750
E63001319,Greasbrough, , ,441899.737,395274.5834,-1.370523794,53.45257081,1319,816250,6600
E63001320,Hyde (Tameside), , ,395347.9301,395108.3115,-2.071519575,53.45271151,1320,7663125,45200
E63001321,Urmston, , ,375622.07,395084.6202,-2.368552957,53.45195089,1321,8869375,47800
E63001322,Misson, , ,468905.6007,395009.157,-0.963975223,53.44735205,1322,316875,5400
E63001323,Denton (Tameside), , ,392236.5074,394987.2842,-2.118369402,53.45158633,1323,7375625,37200
E63001324,Thrybergh and Dalton, , ,446858.0986,394963.9702,-1.295910791,53.44936257,1324,1683750,15350
E63001325,St Helens (St. Helens), , ,351167.9353,394839.4808,-2.736723227,53.44804362,1325,28787500,117550
E63001326,Stretford, , ,379468.514,394838.6743,-2.310617592,53.44990499,1326,4408750,19450
E63001327,Blyton, , ,485207.8266,394779.0303,-0.718640467,53.44290429,1327,304375,5100
E63001328,Hattersley, , ,397989.9008,394727.7419,-2.031733247,53.44930805,1328,1545625,19600
E63001329,Braithwell, , ,453129.8211,394605.3982,-1.201545513,53.44554627,1329,325000,5700
E63001330,Gamesley, , ,400977.6212,394495.869,-1.986747287,53.44722744,1330,496875,7700
E63001331,Austerfield, , ,466078.7425,394414.2125,-1.006655948,53.44236659,1331,302500,6450
E63001332,Misterton (Bassetlaw), , ,476902.253,394411.1533,-0.843743364,53.44087362,1332,974375,18400
E63001333,Covenham St Mary, , ,533971.872,394354.0606,0.014927007,53.42896195,1333,270000,4750
E63001334,Irlam, , ,372301.0563,394332.4554,-2.418493331,53.44502542,1334,5165625,41300
E63001335,Wharncliffe Side, , ,429950.6271,394281.0196,-1.550545269,53.44445253,1335,575625,11950
E63001336,Ecclesfield and Grenoside, , ,435607.8829,394174.0513,-1.465388311,53.4431405,1336,2880625,27650
E63001337,Glossop, , ,403679.1044,394015.9231,-1.94607805,53.44290211,1337,4564375,30400
E63001338,Stainton (Doncaster), , ,455131.1657,394014.7931,-1.171519957,53.44003307,1338,250625,7050
E63001339,Reddish, , ,389631.1175,393981.6386,-2.157567638,53.44250174,1339,3766250,16550
E63001340,Binbrook, , ,521124.0681,393966.7296,-0.178479521,53.42858644,1340,389375,4850
E63001341,Saltfleet, , ,545434.2694,393829.592,0.187071738,53.42121793,1341,612500,10950
E63001342,Broadbottom, , ,399303.6182,393760.7457,-2.011949898,53.44061987,1342,342500,7800
E63001343,Bawtry, , ,465151.8964,393555.9894,-1.020784604,53.43476874,1343,1167500,8750
E63001344,Croft (Warrington), , ,363411.2335,393531.9011,-2.552236369,53.4372859,1344,541875,11050
E63001345,Utterby, , ,530785.4821,393389.7551,-0.033399468,53.42109842,1345,226875,4350
E63001346,Tickhill, , ,459243.2,393377.4588,-1.109744855,53.43385992,1346,1713125,12700
E63001347,Oughtibridge, , ,430785.8167,393212.7,-1.538075616,53.43480232,1347,874375,16300
E63001348,Willoughton, , ,493138.8055,393120.4708,-0.599764928,53.42666091,1348,217500,5000
E63001349,Burtonwood, , ,356597.1685,393085.3983,-2.654739867,53.43275436,1349,847500,12800
E63001350,Rotherham, , ,443234.9302,392812.4126,-1.350756629,53.43033346,1350,20615625,127450
E63001351,Charlesworth, , ,400424.1466,392812.2331,-1.995082292,53.4320947,1351,578750,15500
E63001352,Winwick, , ,360257.9762,392750.8079,-2.599600682,53.43003647,1352,758125,10300
E63001353,Carrington, , ,373441.5161,392725.1498,-2.401187212,53.43063746,1353,2150000,22500
E63001354,Osgodby (West Lindsey), , ,507736.0225,392488.1163,-0.380388469,53.41820303,1354,225000,5200
E63001355,Walkeringham, , ,477114.2882,392454.1897,-0.841030472,53.42325611,1355,538125,10900
E63001356,Hellaby, , ,450505.2366,392329.8395,-1.241421477,53.42535165,1356,1312500,7500
E63001357,Wickersley and Bramley, , ,448008.5897,392326.7761,-1.278990196,53.42555673,1357,6739375,37100
E63001358,Maltby, , ,453907.6363,392157.7942,-1.190254165,53.42346936,1358,4051250,23050
E63001359,Worrall, , ,430626.648,392150.705,-1.540574234,53.42526611,1359,471250,6450
E63001360,Bredbury and Woodley, , ,392715.2057,392070.2484,-2.111092624,53.42537355,1360,4691875,28550
E63001361,Harworth and Bircotes, , ,462569.1934,391945.4386,-1.059973511,53.42060647,1361,2613750,20950
E63001362,Wallasey, , ,329840.1621,391672.7237,-3.057094425,53.41717182,1362,16818750,82250
E63001363,Sale, , ,378717.3219,391662.6211,-2.321712546,53.42132751,1363,12482500,43600
E63001364,Partington, , ,372252.5434,391661.137,-2.418987346,53.42101234,1364,2311250,15250
E63001365,Prescot, , ,347749.8147,391552.844,-2.787637605,53.41817592,1365,8623125,35600
E63001366,Corringham, , ,487147.0389,391537.1862,-0.69034907,53.41345595,1366,233750,4000
E63001367,Huyton with Roby, , ,343362.0968,391455.2388,-2.853631222,53.41684496,1367,12673125,53700
E63001368,Alvingham, , ,536260.0229,391365.5524,0.04805122,53.40153119,1368,243750,6200
E63001369,Everton (Bassetlaw), , ,469155.4896,391177.8317,-0.961053229,53.41288713,1369,375625,7300
E63001370,Romiley, , ,394732.6484,391087.3397,-2.080715969,53.4165631,1370,2775000,20500
E63001371,Hemswell, , ,493038.7519,390983.3199,-0.601900214,53.40747442,1371,230625,4000
E63001372,Hollinfare, , ,369603.8379,390935.6379,-2.458771383,53.41434483,1372,278125,5150
E63001373,Gringley on the Hill, , ,473520.1292,390866.2097,-0.895474783,53.40949755,1373,424375,7250
E63001374,Liverpool, , ,338886.125,390811.4058,-2.920841805,53.41055816,1374,110390000,159650
E63001375,Scrooby, , ,465090.7178,390789.0387,-1.022275879,53.40990911,1375,226250,5400
E63001376,Harworth, , ,462160.6656,390676.6567,-1.066369536,53.4092517,1376,675000,5750
E63001377,Tealby, , ,515385.0761,390577.6171,-0.266049221,53.39942273,1377,473125,8250
E63001378,Stockport, , ,389425.0908,390422.0608,-2.16054852,53.4105024,1378,23915625,83900
E63001379,Whiston, , ,445323.6476,390380.4665,-1.319671514,53.40830046,1379,858125,6450
E63001380,Glentham, , ,500171.4975,390370.028,-0.494837295,53.40065984,1380,322500,7550
E63001381,Hemswell Cliff, , ,494863.8789,390060.9125,-0.574731415,53.39886141,1381,725625,8200
E63001382,Beckingham, , ,478108.7128,389978.4582,-0.826681931,53.40086148,1382,705625,11100
E63001383,Meols, , ,323266.3049,389835.1353,-3.155536137,53.39974143,1383,1650625,19900
E63001384,Gainsborough, , ,482424.6608,389800.4401,-0.761831148,53.39860649,1384,6718125,35400
E63001385,Brinsworth, , ,441983.3918,389798.9277,-1.369991981,53.40334914,1385,1770000,8650
E63001386,Marple Bridge, , ,397450.9568,389451.339,-2.039803596,53.40187857,1386,2081875,34250
E63001387,Mattersey, , ,468927.0478,389236.9878,-0.964912785,53.39547444,1387,237500,4250
E63001388,Middle Rasen, , ,508817.3808,389216.0355,-0.365252184,53.38858207,1388,506875,10350
E63001389,Market Rasen, , ,510885.1959,389123.426,-0.334206626,53.3873204,1389,2091875,18200
E63001390,Ludford, , ,519683.1706,389017.1323,-0.202030262,53.3844473,1390,231875,5900
E63001391,Thurcroft, , ,449433.3905,388927.1962,-1.258082175,53.39487073,1391,1359375,9800
E63001392,Saltfleetby St Peter, , ,542467.2026,388841.7457,0.140207105,53.3772246,1392,206250,4950
E63001393,Marple, , ,395417.1554,388745.8524,-2.070382288,53.39552308,1393,3725625,25000
E63001394,Wythenshawe, , ,381892.7414,388708.2364,-2.273761004,53.39489145,1394,22030625,105550
E63001395,Altrincham, , ,376981.1898,388651.9312,-2.347615293,53.39419301,1395,10739375,36050
E63001396,Oldcotes, , ,458968.2316,388522.0537,-1.114789401,53.3902529,1396,261250,4900
E63001397,Hoylake, , ,321237.0138,388459.034,-3.185705639,53.38707562,1397,1352500,13150
E63001398,Cronton, , ,349331.8893,388293.0754,-2.763310828,53.38903258,1398,361250,5950
E63001399,Clayworth, , ,472729.3185,388283.4311,-0.907963166,53.38639571,1399,282500,7500
E63001400,Warrington, , ,361234.4917,388236.0628,-2.584347897,53.38953051,1400,48131250,276350
E63001401,Heapham, , ,487602.7884,388135.1411,-0.684437514,53.38280917,1401,234375,7600
E63001402,Gatley, , ,384475.51,388089.6792,-2.234891158,53.38941436,1402,2464375,14200
E63001403,Birkenhead, , ,329718.698,388066.983,-3.058117141,53.38475077,1403,26564375,70250
E63001404,Cheadle (Stockport), , ,386238.1904,388044.1008,-2.208385641,53.38905394,1404,3651250,22700
E63001405,Normanby-by-Spital, , ,500062.1041,388040.6473,-0.497219389,53.37974996,1405,226250,4000
E63001406,Waverley and Catcliffe, , ,441949.49,387974.511,-1.370743689,53.38695393,1406,2035000,14000
E63001407,Ranskill, , ,465784.3487,387943.4044,-1.012435105,53.3842489,1407,617500,7950
E63001408,Laughton en le Morthen, , ,452168.4591,387942.0452,-1.217118566,53.38575392,1408,370625,6200
E63001409,Treeton, , ,443321.2775,387794.8129,-1.350144553,53.38522837,1409,677500,7150
E63001410,Manby, , ,539263.1278,387562.0003,0.091513354,53.36658255,1410,1240625,19500
E63001411,Louth, , ,533342.6273,387472.38,0.002557655,53.36730273,1411,6466875,34000
E63001412,Langold, , ,458388.9741,387226.1803,-1.123737385,53.37867043,1412,743125,6150
E63001413,Blyth (Bassetlaw), , ,462774.8096,387098.2121,-1.057842544,53.37701841,1413,1150000,17900
E63001414,Marpleridge, , ,396802.9135,387014.8401,-2.04952487,53.37997427,1414,231250,7500
E63001415,Greasby, , ,325413.4264,386926.8426,-3.122562446,53.37391321,1415,2321875,17000
E63001416,Hayfield, , ,403660.7374,386907.1701,-1.946434505,53.37900495,1416,553125,8800
E63001417,Upton (West Lindsey), , ,486839.475,386892.5321,-0.696251014,53.37176862,1417,262500,5000
E63001418,Lymm, , ,368028.0877,386873.3238,-2.482064406,53.3777383,1418,3538750,37350
E63001419,Birch Vale, , ,401513.9766,386839.276,-1.97870567,53.37840472,1419,410000,12300
E63001420,Lea (West Lindsey), , ,483031.0724,386591.0002,-0.753555891,53.36967013,1420,537500,6950
E63001421,Bowdon, , ,375663.5817,386589.9857,-2.367269048,53.37560007,1421,2438125,12050
E63001422,West Kirby, , ,322337.2413,386564.9597,-3.168700685,53.37021727,1422,3990000,19500
E63001423,Hazel Grove, , ,392295.6196,386525.9476,-2.117269435,53.37553234,1423,5112500,22300
E63001424,Sheffield, , ,435993.6446,386471.444,-1.460457258,53.37388224,1424,114650625,370800
E63001425,Widnes, , ,351298.203,386322.9807,-2.733443577,53.37151107,1425,21995000,70400
E63001426,Dinnington (Rotherham), , ,452549.6523,386299.1207,-1.211660641,53.37095004,1426,3541875,25400
E63001427,Bole, , ,480023.2111,386225.4974,-0.798843555,53.36684881,1427,3243125,12250
E63001428,Lound, , ,469374.9082,386035.3176,-0.95888088,53.36664216,1428,545000,10900
E63001429,Cheadle Hulme, , ,387336.6343,386019.7971,-2.191787767,53.37088613,1429,6072500,26300
E63001430,Kexby, , ,487301.6704,385812.0406,-0.689604082,53.361983,1430,210000,5150
E63001431,North Wheatley, , ,476182.2716,385722.4828,-0.856674785,53.362895,1431,477500,9250
E63001432,New Mills, , ,400088.4382,385548.9132,-2.000134457,53.36680802,1432,2402500,30250
E63001433,High Lane, , ,395415.8182,385491.5775,-2.070353987,53.36627177,1433,1813750,17100
E63001434,Swallownest and Aston, , ,445513.5033,385486.0858,-1.317519418,53.36429377,1434,3565000,24100
E63001435,Bramhall, , ,389359.8314,385387.5466,-2.161358756,53.36524815,1435,5211875,30550
E63001436,Caldy, , ,323059.4782,385124.9788,-3.157497334,53.35738228,1436,1301250,12250
E63001437,Mablethorpe, , ,550118.4777,385024.2774,0.25332148,53.34082104,1437,3598750,28350
E63001438,North Anston, , ,451977.3343,384892.9923,-1.22049214,53.35836854,1438,1705000,16150
E63001439,Carlton in Lindrick, , ,458565.542,384811.327,-1.121529971,53.35694732,1439,2093125,19850
E63001440,Hale (Trafford), , ,379788.7977,384810.0264,-2.305148787,53.35977573,1440,12136875,61250
E63001441,Faldingworth, , ,506637.7169,384636.7397,-0.399555067,53.34788075,1441,263125,4650
E63001442,Sutton cum Lound, , ,467853.6956,384553.3237,-0.982055424,53.35352032,1442,386875,6350
E63001443,Barnby Moor, , ,466450.2113,384539.0964,-1.003140275,53.35357037,1443,226250,6550
E63001444,Disley, , ,398079.4894,384430.9827,-2.030317861,53.35675546,1444,1287500,19450
E63001445,Legbourne, , ,536606.0178,384428.9099,0.050256793,53.33913114,1445,459375,8900
E63001446,Willingham by Stow, , ,487564.8469,384401.1791,-0.686040511,53.34926117,1446,268750,4450
E63001447,Todwick, , ,449486.8411,384339.5211,-1.257995207,53.35363244,1447,559375,5850
E63001448,Moore, , ,357959.6209,384249.5044,-2.633054415,53.35344788,1448,502500,11100
E63001449,Sturton le Steeple, , ,478578.1693,384171.9965,-0.821064468,53.34861105,1449,351250,8200
E63001450,Hale Bank, , ,348290.2968,383971.6393,-2.778262162,53.35009132,1450,355000,7550
E63001451,Barnston (Wirral), , ,328341.2705,383962.5986,-3.077890529,53.34767925,1451,483125,11500
E63001452,High Legh, , ,370096.8266,383823.9389,-2.450678814,53.35045099,1452,477500,8400
E63001453,Clarborough, , ,472974.9268,383713.3574,-0.905324255,53.34529079,1453,769375,12900
E63001454,Appleton Thorn, , ,364582.1451,383691.6042,-2.5335038,53.34891979,1454,1550000,20800
E63001455,Hope (High Peak), , ,416861.0019,383684.0972,-1.74817543,53.34978079,1455,471250,10450
E63001456,Styal, , ,383636.5103,383639.7992,-2.247274284,53.34939102,1456,326875,10150
E63001457,Furness Vale, , ,400726.6588,383639.6064,-1.990546933,53.34964563,1457,518750,11900
E63001458,South Anston, , ,451750.6893,383624.2217,-1.224104235,53.34698726,1458,729375,6000
E63001459,Higher Poynton, , ,394357.1733,383582.3433,-2.086228397,53.34909993,1459,242500,6750
E63001460,Poynton, , ,392226.1279,383499.8977,-2.118238485,53.34833137,1460,4200000,32900
E63001461,Ingham (West Lindsey), , ,494724.2106,383470.0036,-0.578803813,53.33966165,1461,385625,5600
E63001462,Woodsetts, , ,455166.4542,383446.6863,-1.172831832,53.34504716,1462,699375,9850
E63001463,Bamford, , ,420935.7516,383186.01,-1.686997864,53.34515901,1463,560625,12750
E63001464,Bebington, , ,333533.6747,383142.5382,-2.999733447,53.34098822,1464,17786875,74350
E63001465,Castleton (High Peak), , ,415054.6822,382969.0178,-1.775343627,53.34340735,1465,281875,6100
E63001466,Kiveton Park, , ,449554.6803,382965.0944,-1.257190799,53.34127292,1466,2364375,28550
E63001467,Bucklow Hill, , ,373085.812,382652.3939,-2.405678499,53.34008186,1467,393750,10600
E63001468,Heswall, , ,326804.4862,382630.342,-3.100662388,53.33549552,1468,10177500,53500
E63001469,Woodford (Stockport), , ,389597.2667,382607.758,-2.157698307,53.34026653,1469,3028125,34150
E63001470,Chinley, , ,404118.3273,382487.6326,-1.939611796,53.33927616,1470,723750,12950
E63001471,Hale (Halton), , ,346789.6994,382302.8337,-2.800521158,53.33494332,1471,615000,7850
E63001472,Withern, , ,543167.1484,382215.5179,0.147726811,53.31751676,1472,301250,9100
E63001473,Carlton Forest, , ,460307.068,382114.9502,-1.09588016,53.3325182,1473,208750,5300
E63001474,Daresbury, , ,357398.0776,382068.9345,-2.641195936,53.33380369,1474,320000,7750
E63001475,Bradwell (Derbyshire Dales), , ,416938.7039,382056.0959,-1.747094705,53.33514494,1475,928750,21000
E63001476,Highlane, , ,440536.7966,382028.9493,-1.392742425,53.33362456,1476,301250,6200
E63001477,North Leverton with Habblesthorpe, , ,478636.0155,382027.9443,-0.82072731,53.32933442,1477,546250,11050
E63001478,Maltby le Marsh, , ,546759.7911,382008.2237,0.201519708,53.31467224,1478,412500,11700
E63001479,Stow (West Lindsey), , ,488306.0165,381971.6618,-0.675586243,53.32730587,1479,217500,3650
E63001480,Marton (West Lindsey), , ,484002.3229,381932.6285,-0.740197075,53.32765461,1480,383125,5300
E63001481,Runcorn, , ,354348.9369,381604.3093,-2.686912892,53.32937273,1481,20587500,155350
E63001482,Dean Row, , ,387058.974,381537.5651,-2.195775913,53.33059045,1482,656250,12950
E63001483,East Barkwith, , ,516820.0774,381495.1631,-0.247828246,53.31750704,1483,214375,4650
E63001484,Mere (Cheshire East), , ,373693.5138,381489.8645,-2.396454881,53.32966323,1484,438750,10900
E63001485,Hathersage, , ,423385.6312,381445.5142,-1.650328125,53.32941249,1485,721250,12300
E63001486,Wickenby, , ,510072.4029,381259.4117,-0.349154577,53.31683292,1486,749375,6150
E63001487,Retford, , ,470460.7697,381162.6749,-0.943648047,53.32270779,1487,7346875,42100
E63001488,Shireoaks, , ,455854.2758,381160.061,-1.16290394,53.32442364,1488,709375,12000
E63001489,Wilmslow, , ,384888.5928,381092.4874,-2.228343266,53.32653183,1489,8518125,61950
E63001490,Ridgeway, , ,440010.4403,381086.1848,-1.400764667,53.32519078,1490,293125,9150
E63001491,Whaley Bridge, , ,400815.7866,381079.8802,-1.989213718,53.32663704,1491,1924375,22550
E63001492,South Leverton, , ,478431.8157,381028.2326,-0.82403972,53.32038049,1492,410625,7800
E63001493,Thorpe Salvin, , ,452374.6997,380974.5704,-1.215168948,53.32311142,1493,249375,5100
E63001494,Ranby, , ,465319.9937,380913.0948,-1.020864012,53.32112283,1494,616875,10000
E63001495,Aisthorpe and Brattleby, , ,494837.0887,380786.7704,-0.577911069,53.3155302,1495,216875,5800
E63001496,Killamarsh, , ,445735.4305,380737.7864,-1.314868916,53.32159695,1496,2310625,19150
E63001497,Chapel-en-le-Frith, , ,405396.7583,380684.9053,-1.920441906,53.32306086,1497,2278125,21350
E63001498,Sutton on Sea and Trusthorpe, , ,552298.8937,380652.3267,0.283944705,53.30093168,1498,2390625,25100
E63001499,Harthill (Rotherham), , ,449333.3544,380603.5566,-1.260881482,53.32006825,1499,643750,7350
E63001500,Sturton by Stow, , ,489058.2654,380409.5496,-0.664733134,53.3131425,1500,681250,10300
E63001501,Adlington (Cheshire East), , ,391312.4279,380301.4623,-2.131874771,53.31956739,1501,238750,4350
E63001502,Welton (West Lindsey), , ,501280.067,380023.2733,-0.481478378,53.30747822,1502,1740000,12350
E63001503,Rhodesia, , ,456449.5414,379921.1629,-1.154188213,53.31322579,1503,288750,3350
E63001504,Scampton, , ,496578.8516,379892.0029,-0.552047524,53.30717559,1504,1745000,45650
E63001505,Mobberley, , ,378101.5167,379840.1998,-2.33015532,53.31503687,1505,535625,6800
E63001506,Worksop, , ,458670.1096,379674.7318,-1.120908548,53.3107701,1506,13383750,68150
E63001507,Cottam (Bassetlaw), , ,481651.4811,379384.763,-0.776140274,53.30512521,1507,1478750,9300
E63001508,Treswell, , ,478213.3223,379295.8723,-0.827745543,53.30484438,1508,263125,4500
E63001509,Dunholme, , ,502175.8612,379276.1073,-0.468280073,53.30059274,1509,721875,6100
E63001510,Goulceby, , ,525592.7587,379239.491,-0.117105119,53.29523656,1510,293125,5900
E63001511,Knolls Green, , ,380113.7782,379139.5341,-2.299907785,53.30881872,1511,381875,11750
E63001512,Marsh Lane, , ,440713.2211,379110.5874,-1.390467038,53.30738033,1512,386250,10850
E63001513,Eckington (North East Derbyshire), , ,442090.18,379000.7064,-1.369818534,53.30628538,1513,1898750,15100
E63001514,Spinkhill, , ,445401.4334,378901.8457,-1.320144731,53.30512409,1514,451250,4800
E63001515,Darfoulds, , ,455212.782,378882.2156,-1.172929508,53.30401809,1515,225000,4350
E63001516,Scamblesby, , ,527669.2807,378620.0033,-0.086217295,53.2891756,1516,323750,10550
E63001517,Dronfield, , ,435598.0906,378570.198,-1.467287687,53.30289048,1517,6191875,29800
E63001518,Knutsford, , ,375434.7073,378561.8443,-2.370083525,53.30342879,1518,4906250,29800
E63001519,Grindleford, , ,424735.7076,378389.807,-1.630294499,53.3018852,1519,587500,12100
E63001520,Rampton (Bassetlaw), , ,479988.9155,378381.4741,-0.801336352,53.29636219,1520,306250,4350
E63001521,Mottram St Andrew, , ,387861.5622,378361.5739,-2.183602125,53.3020618,1521,451875,12300
E63001522,Hooton, , ,334817.3459,378308.0306,-2.979461191,53.29769874,1522,637500,11650
E63001523,Alderley Edge, , ,384713.2437,378288.2923,-2.23083974,53.30132093,1523,2560625,26700
E63001524,Neston (Cheshire West and Chester), , ,329398.4508,378238.9237,-3.060736203,53.29638223,1524,5072500,42600
E63001525,Childer Thornton, , ,336285.0736,378230.5071,-2.957427231,53.29718083,1525,453125,10550
E63001526,Dove Holes, , ,407684.3866,378226.5538,-1.88615719,53.30093577,1526,410000,9450
E63001527,Wragby, , ,513638.2952,378018.1563,-0.296811408,53.28695872,1527,736875,9850
E63001528,Torksey Lock, , ,483894.0327,377914.5908,-0.742883674,53.29156355,1528,366250,7800
E63001529,Willaston (Cheshire West and Chester), , ,333579.2624,377875.5295,-2.9979437,53.29365769,1529,1132500,14600
E63001530,Woodbeck, , ,477503.848,377723.7157,-0.838773171,53.29081973,1530,733125,5500
E63001531,Renishaw, , ,444893.9576,377721.1555,-1.327926149,53.29455508,1531,559375,6600
E63001532,Windle Hill, , ,331710.7071,377554.0959,-3.025902774,53.290531,1532,357500,6000
E63001533,Holmesfield, , ,432229.742,377526.35,-1.51793556,53.29372286,1533,397500,9550
E63001534,Comberbach, , ,364563.0233,377419.021,-2.533087603,53.29253873,1534,386875,6650
E63001535,Frodsham, , ,352167.046,377339.082,-2.719026548,53.29084378,1535,2833125,24600
E63001536,Bollington, , ,392701.7485,377316.9713,-2.110949354,53.29276202,1536,1929375,21900
E63001537,Scothern, , ,503312.2635,377310.3709,-0.451873512,53.28270964,1537,482500,7650
E63001538,Pickmere, , ,369079.5189,377139.9304,-2.465306292,53.29031387,1538,893750,14750
E63001539,Prestbury (Cheshire East), , ,389786.1036,376935.2899,-2.154677479,53.2892824,1539,2940625,31850
E63001540,Great Warford, , ,381206.0243,376812.8916,-2.283377311,53.28794558,1540,1081875,13400
E63001541,Barlborough, , ,447619.9036,376556.0763,-1.287206983,53.28384597,1541,1349375,10300
E63001542,Whitwell (Bolsover), , ,452955.3411,376537.9576,-1.207191482,53.2831782,1542,970000,8200
E63001543,Unstone Green, , ,437387.3162,376493.8137,-1.440684248,53.28410448,1543,241875,4250
E63001544,Bilsby, , ,547017.3777,376484.8182,0.202828851,53.26498925,1544,329375,7000
E63001545,Eyam, , ,421893.9759,376458.425,-1.673067158,53.28464927,1545,403750,6750
E63001546,Huttoft, , ,551253.5349,376438.2841,0.26626744,53.26338162,1546,242500,5050
E63001547,Langworth, , ,506301.8322,376372.3667,-0.407364867,53.27369114,1547,258750,5300
E63001548,Gamston (Bassetlaw), , ,470963.2051,376227.67,-0.937208012,53.27828912,1548,278125,5500
E63001549,Froggatt, , ,424507.5685,376211.4324,-1.633885042,53.28231535,1549,306875,6550
E63001550,Elkesley, , ,469333.7702,376199.4939,-0.961646723,53.27825109,1550,867500,25550
E63001551,Anderby Creek, , ,554853.7743,376156.8103,0.320060642,53.25981599,1551,255000,4350
E63001552,Tideswell, , ,415131.9056,375888.8683,-1.774518953,53.27976438,1552,593125,11550
E63001553,Elton (Cheshire West and Chester), , ,346114.2432,375872.6366,-2.809569052,53.2770815,1553,1400000,17650
E63001554,Ellesmere Port, , ,339205.1982,375845.6568,-2.913163229,53.27609047,1554,26612500,121850
E63001555,Rainow, , ,394736.2269,375813.5327,-2.080402565,53.27927258,1555,345625,10250
E63001556,Alford (East Lindsey), , ,545388.5221,375773.4193,0.178101422,53.25904774,1556,1382500,12700
E63001557,Laughterton, , ,483709.0847,375709.4261,-0.746237619,53.27177586,1557,246250,5250
E63001558,Sudbrooke, , ,503791.9501,375701.8986,-0.445206123,53.26816324,1558,828125,9000
E63001559,Clowne, , ,449326.759,375536.7135,-1.261765909,53.27452826,1559,2256250,17300
E63001560,Barrow Hill, , ,441669.4939,375524.3711,-1.376586163,53.27507258,1560,271875,6550
E63001561,Riseholme, , ,498211.3428,375522.2414,-0.528905936,53.26761018,1561,609375,5700
E63001562,Saxilby, , ,489529.8169,375500.0294,-0.65903964,53.26894489,1562,1721875,17500
E63001563,Nether Alderley, , ,384905.1175,375480.438,-2.227826229,53.27608764,1563,263125,5750
E63001564,Belchford, , ,529332.2827,375459.8655,-0.062569507,53.26038343,1564,245000,5800
E63001565,Nettleham, , ,501203.6414,375401.8986,-0.48409543,53.26596709,1565,1622500,14500
E63001566,Batham Gate, , ,408064.5376,375318.9127,-1.880525834,53.27479427,1566,260625,5800
E63001567,Plumley, , ,371861.0257,375289.2437,-2.423416967,53.27383456,1567,211875,4850
E63001568,Barnton, , ,363629.6347,375285.6279,-2.546844677,53.27329967,1568,1458125,16550
E63001569,Wincham and Marston, , ,367754.572,375262.8372,-2.484990224,53.27336254,1569,668125,9400
E63001570,Acton Bridge, , ,359538.1515,375187.9419,-2.608181672,53.2721244,1570,522500,14750
E63001571,East Drayton, , ,477625.9633,375161.2328,-0.837566598,53.26777314,1571,278750,4850
